subject	phase	exponent_grad	theta_band_power_grad	alpha_band_power_grad	alpha_peak_freq_grad	beta_band_power_grad	beta_peak_freq_grad
CC220335	p5	1.0381209289953095	0.2006637613840062	0.7360628739420092	9.153954972826842	0.4650815720222105	15.15792347987455
CC220419	p5	1.044913528831556	0.2061506761913911	0.6849667972832221	10.043966753089192	0.4409161028475092	17.979792096472536
CC220518	p5	0.8029830794290083	0.2262931129887855	1.050333191974512	10.876451666997331	0.5767702646092373	17.041890824912034
CC220519	p5	0.7386639958876553	0.2292027802316131	1.127440738163823	10.461345169742938	0.4843379091811877	20.975856824245405
CC220828	p5	0.847079481885456	0.2018664291835761	0.4194650115418115	10.56305786874714	0.364266435404531	18.129293300281024
CC220974	p5	0.8249924503201758	0.2560374398785828	0.8080212106017403	10.181808989067225	0.4979799259164452	21.3278158512693
CC221002	p5	0.6749786811916968	0.3740005037197204	1.2508801410966106	9.127635574278829	0.6793345183738977	18.418278976306876
CC221487	p5	0.7169204502226367	0.1076431460124048	0.2713264243523241	10.78876318234028	0.2252619666150978	20.918408665357376
CC221585	p5	0.9750174244091702	0.1769476858107182	0.6923068260606103	10.064143795522376	0.4590139719013559	14.219310634027334
CC221977	p5	0.8941138717536378	0.2775442085181867	0.6684767589796998	10.455439934303945	0.5179457297304129	16.485449341648966
CC222258	p5	1.0716976822499027	0.8990553956719843	0.7386119364543007	9.652460618487453	0.498981876324497	15.676917003730026
CC222264	p5	0.8474364494924688	0.2018965235148199	0.8747667199162565	10.272884775337223	0.359868712453444	19.95982768948705
CC222496	p5	0.8954183293690314	0.2388996985881182	1.2149077708546847	9.362662786984709	0.2983658151177014	20.277421911547304
CC222652	p5	1.0671279334098112	0.1595330150841706	0.8654893332149586	10.601452777818654	0.4729231500101564	16.414756592988173
CC223286	p5	0.7965843857170294	0.2459349596661471	0.683289376192636	9.856208927917384	0.5451365065055562	17.93843862487468
CC310051	p5	0.7206794839817655	0.5259549014725479	1.097354177899721	8.898278055614082	0.8700094307399118	18.40285049161517
CC310086	p5	0.6266358787259863	0.284510904765918	0.4947617008305073	10.013054608713205	0.5520837885323566	17.374177669325462
CC310203	p5	0.967542731252234	0.1831226465521039	0.6119886392024491	9.419395574687265	0.3012505530780542	21.629779776843176
CC310407	p5	0.8794832447015117	0.121087743003952	0.2264565029164764	10.52261399009756	0.5000638571284254	22.629728432102635
CC310410	p5	0.8939199430631496	0.5609252785590545	0.6160145715929312	9.273523543802376	0.4394220157483942	16.660213297760873
CC310414	p5	0.6903776692934287	0.1280765081146811	0.3243704662200025	9.428827637798843	0.2714813408254798	19.674385469142056
CC310463	p5	0.9482514142581626	0.3799192028447226	0.8688448735889123	8.925123521273251	0.5117009703762431	18.07431304117656
CC310473	p5	0.8196197291683758	0.2384961051432145	0.8786638067283893	9.391687770701845	0.4196161453372946	21.125320662843222
CC312058	p5	0.9185683151626672	0.3280193347994135	1.041307486336977	9.372576814815424	0.4648976840664957	17.297898984813095
CC320022	p5	0.7767809553485873	0.2512077727735626	0.3416857252473124	9.55262277939887	0.2618735201751156	20.75311342300168
CC320206	p5	0.7772926893204798	0.1660668148037285	0.3498795838955483	9.642899765957026	0.4371039720102374	19.656300283149907
CC320218	p5	0.9059008787058596	0.5654723711744697	0.902611224661123	9.389768921041105	0.6073504290716044	17.357085313048195
CC320321	p5	0.7207887588485139	0.2798455883389955	0.5538524930669442	9.72041767791118	0.3777280285866662	17.49931413733429
CC320342	p5	0.7394170747021153	0.2870981673393335	0.5519029519466795	10.34108895122838	0.3598683588785302	21.37278534404383
CC320359	p5	0.8805739356799666	0.3690985648408724	0.6840286659303433	9.74155084099977	0.5659696845043038	19.435233712307596
CC320500	p5	0.7678427222667461	0.0746315060729294	0.36289749427422	9.66562646675094	0.4776928850841192	19.658252096527647
CC320616	p5	0.8463278474696229	0.2366479233799913	0.7338983023342677	10.553147534990556	0.8073236743270192	19.180700041290702
CC320621	p5	0.6166726062445967	0.2184573295001933	0.8359191384977765	8.652743442660658	0.3378220826811781	20.97916454745548
CC320636	p5	1.286506445068177	0.4135161094704371	0.9164907162080278	8.382566982106784	0.4098618694129406	21.436195695906434
CC320687	p5	0.8694750078288496	0.9981271728418856	1.010568895638213	9.267499012442247	0.414317022746116	15.681252172507644
CC320888	p5	0.7643506706782753	0.3122219112251567	0.5311512935177328	9.697778514622772	0.6096731152464867	17.007000081842396
CC321137	p5	0.7220583858866078	0.2059583751033692	0.4295245144646867	9.22451507352269	0.4517662699868301	23.139181807929727
CC321428	p5	0.9974122536595402	0.2157030151094606	0.2152879454342054	10.003975218887582	0.2227407656579863	21.408584348276072
CC321544	p5	1.162281167951147	0.2247940464026468	0.8958948349678133	9.514699892240218	0.5635794632471062	15.959080480489048
CC410091	p5	0.8130946396277479	0.1957235897172017	0.4277932598352826	9.822224714847382	0.6421153745929292	18.34242962275724
CC410101	p5	0.9167316644255448	0.3533745100150297	0.9568455130241552	9.090267197846028	0.490320290603556	16.290008372267078
